AddressLine1,Birth Date,Color,Commute Distance,Date First Purchase,English Description,English Education,English Occupation,English Product Name,English Promotion Category,English Promotion Name,English Promotion Type,Marital Status,Model Name,OrderDate,Product Alternate Key,Product Line,Product Subcategory Key,ProductKey,ShipDate,Size,Size Range,Size Unit Measure Code,Spanish Education,Spanish Occupation,Spanish Product Name,Spanish Promotion Category,Spanish Promotion Name,Spanish Promotion Type,Start Date,StartDate (DimPromotion),Days To Manufacture,Dealer Price,Discount Pct,DiscountAmount,ExtendedAmount,Freight,List Price,Max Qty,Min Qty,Number Cars Owned,Number Children At Home,Número de registros,OrderQuantity,ProductStandardCost,Reorder Point,Safety Stock Level,SalesAmount,SalesOrderLineNumber,Standard Cost,TaxAmt,Total Children,TotalProductCost,UnitPrice,UnitPriceDiscountPct,Weight,Yearly Income
7422 Roseann Drive,22/03/1967,NA,0-1 Miles,30/01/2013,Self-sealing tube.,Graduate Degree,Clerical,Mountain Tire Tube,No Discount,No Discount,No Discount,M,Mountain Tire Tube,30/01/2013 12:00:00 a.m.,TT-M928,M,37,528,6/02/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Administrativo,Cubierta para cámara de montaña,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,0,0,1,1,1.8663,375,500,4.99,1,1.8663,0.3992,1,1.8663,4.99,0,,20000
7422 Roseann Drive,22/03/1967,NA,0-1 Miles,30/01/2013,Comparible traction  less expensive wire bead casing.,Graduate Degree,Clerical,LL Mountain Tire,No Discount,No Discount,No Discount,M,LL Mountain Tire,30/01/2013 12:00:00 a.m.,TI-M267,M,37,535,6/02/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Administrativo,Cubierta de montaña GB,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,14.994,0.00,0,24.9900,0.6248,24.9900,,0,0,0,1,1,9.3463,375,500,24.99,2,9.3463,1.9992,1,9.3463,24.99,0,,20000
5118 Colorado Dr,30/10/1955,NA,10+ Miles,31/01/2013,"AWC logo water bottle - holds 30 oz, leak-proof.",Partial College,Management,Water Bottle - 30 oz.,No Discount,No Discount,No Discount,M,Water Bottle,31/01/2013 12:00:00 a.m.,WB-H098,S,28,477,7/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Gestión,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,4,5,1,1,1.8663,3,4,4.99,1,1.8663,0.3992,4,1.8663,4.99,0,,150000
5495 Glendale Circle,10/09/1956,NA,10+ Miles,1/02/2013,Conventional all-purpose tube.,Partial College,Management,Road Tire Tube,No Discount,No Discount,No Discount,S,Road Tire Tube,1/02/2013 12:00:00 a.m.,TT-R982,R,37,529,8/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Gestión,Cubierta para cámara de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.394,0.00,0,3.9900,0.0998,3.9900,,0,4,5,1,1,1.4923,375,500,3.99,2,1.4923,0.3192,0,1.4923,3.99,0,,170000
5495 Glendale Circle,10/09/1956,NA,10+ Miles,1/02/2013,"Washes off the toughest road grime, dissolves grease  environmentally safe. 1-liter bottle.",Partial College,Management,Bike Wash - Dissolver,No Discount,No Discount,No Discount,S,Bike Wash,1/02/2013 12:00:00 a.m.,CL-9009,S,29,484,8/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Gestión,Lavado de bicicletas: disolvente,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,4.770,0.00,0,7.9500,0.1988,7.9500,,0,4,5,1,1,2.9733,3,4,7.95,3,2.9733,0.6360,0,2.9733,7.95,0,,170000
5495 Glendale Circle,10/09/1956,NA,10+ Miles,1/02/2013,Same great treads as more expensive tire with a less expensive wire bead casing.,Partial College,Management,LL Road Tire,No Discount,No Discount,No Discount,S,LL Road Tire,1/02/2013 12:00:00 a.m.,TI-R092,R,37,538,8/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Gestión,Cubierta de carretera GB,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,12.894,0.00,0,21.4900,0.5373,21.4900,,0,4,5,1,1,8.0373,375,500,21.49,1,8.0373,1.7192,0,8.0373,21.49,0,,170000
6668 Mazatlan,7/02/1960,NA,10+ Miles,1/02/2013,High-density rubber.,Partial College,Professional,Touring Tire,No Discount,No Discount,No Discount,M,Touring Tire,1/02/2013 12:00:00 a.m.,TI-T723,T,37,541,8/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,Cubierta de paseo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,17.394,0.00,0,28.9900,0.7248,28.9900,,0,1,2,1,1,10.8423,375,500,28.99,1,10.8423,2.3192,4,10.8423,28.99,0,,80000
6668 Mazatlan,7/02/1960,NA,10+ Miles,1/02/2013,General purpose tube.,Partial College,Professional,Touring Tire Tube,No Discount,No Discount,No Discount,M,Touring Tire Tube,1/02/2013 12:00:00 a.m.,TT-T092,T,37,530,8/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,Cubierta para cámara de paseo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,1,2,1,1,1.8663,375,500,4.99,2,1.8663,0.3992,4,1.8663,4.99,0,,80000
6668 Mazatlan,7/02/1960,NA,10+ Miles,1/02/2013,Conventional all-purpose tube.,Partial College,Professional,Road Tire Tube,No Discount,No Discount,No Discount,M,Road Tire Tube,23/06/2013 12:00:00 a.m.,TT-R982,R,37,529,30/06/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,Cubierta para cámara de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.394,0.00,0,3.9900,0.0998,3.9900,,0,1,2,1,1,1.4923,375,500,3.99,2,1.4923,0.3192,4,1.4923,3.99,0,,80000
6668 Mazatlan,7/02/1960,Black,10+ Miles,1/02/2013,Universal fit  well-vented  lightweight   snap-on visor.,Partial College,Professional,Sport-100 Helmet  Black,No Discount,No Discount,No Discount,M,Sport-100,23/06/2013 12:00:00 a.m.,HL-U509,S,31,217,30/06/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,Casco deportivo: 100  negro,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,20.994,0.00,0,34.9900,0.8748,34.9900,,0,1,2,1,1,13.0863,3,4,34.99,3,13.0863,2.7992,4,13.0863,34.99,0,,80000
6668 Mazatlan,7/02/1960,NA,10+ Miles,1/02/2013,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Partial College,Professional,HL Road Tire,No Discount,No Discount,No Discount,M,HL Road Tire,23/06/2013 12:00:00 a.m.,TI-R982,R,37,540,30/06/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,Cubierta de carretera GA,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,19.560,0.00,0,32.6000,0.8150,32.6000,,0,1,2,1,1,12.1924,375,500,32.6,1,12.1924,2.6080,4,12.1924,32.60,0,,80000
3870 Gonzalez Court,18/12/1947,NA,0-1 Miles,2/02/2013,Self-sealing tube.,Bachelors,Clerical,Mountain Tire Tube,No Discount,No Discount,No Discount,M,Mountain Tire Tube,2/02/2013 12:00:00 a.m.,TT-M928,M,37,528,9/02/2013 12:00:00 a.m.,,NA,,Licenciatura,Administrativo,Cubierta para cámara de montaña,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,0,0,1,1,1.8663,375,500,4.99,1,1.8663,0.3992,1,1.8663,4.99,0,,30000
3870 Gonzalez Court,18/12/1947,Blue,0-1 Miles,2/02/2013,Universal fit  well-vented  lightweight   snap-on visor.,Bachelors,Clerical,Sport-100 Helmet  Blue,No Discount,No Discount,No Discount,M,Sport-100,2/02/2013 12:00:00 a.m.,HL-U509-B,S,31,222,9/02/2013 12:00:00 a.m.,,NA,,Licenciatura,Administrativo,Casco deportivo: 100  azul,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,20.994,0.00,0,34.9900,0.8748,34.9900,,0,0,0,1,1,13.0863,3,4,34.99,2,13.0863,2.7992,1,13.0863,34.99,0,,30000
6212 Alpine Drive,9/05/1951,NA,5-10 Miles,2/02/2013,Conventional all-purpose tube.,Partial College,Professional,Road Tire Tube,No Discount,No Discount,No Discount,M,Road Tire Tube,2/02/2013 12:00:00 a.m.,TT-R982,R,37,529,9/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,Cubierta para cámara de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.394,0.00,0,3.9900,0.0998,3.9900,,0,4,4,1,1,1.4923,375,500,3.99,2,1.4923,0.3192,4,1.4923,3.99,0,,130000
6212 Alpine Drive,9/05/1951,NA,5-10 Miles,2/02/2013,Includes 8 different size patches  glue and sandpaper.,Partial College,Professional,Patch Kit/8 Patches,No Discount,No Discount,No Discount,M,Patch kit,2/02/2013 12:00:00 a.m.,PK-7098,S,37,480,9/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,1.374,0.00,0,2.2900,0.0573,2.2900,,0,4,4,1,1,0.8565,3,4,2.29,3,0.8565,0.1832,4,0.8565,2.29,0,,130000
6212 Alpine Drive,9/05/1951,NA,5-10 Miles,2/02/2013,Higher density rubber.,Partial College,Professional,ML Road Tire,No Discount,No Discount,No Discount,M,ML Road Tire,2/02/2013 12:00:00 a.m.,TI-R628,R,37,539,9/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,Cubierta de carretera GM,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,14.994,0.00,0,24.9900,0.6248,24.9900,,0,4,4,1,1,9.3463,375,500,24.99,1,9.3463,1.9992,4,9.3463,24.99,0,,130000
1830 Shore Rd.,7/03/1955,NA,10+ Miles,2/02/2013,Conventional all-purpose tube.,High School,Management,Road Tire Tube,No Discount,No Discount,No Discount,M,Road Tire Tube,2/02/2013 12:00:00 a.m.,TT-R982,R,37,529,9/02/2013 12:00:00 a.m.,,NA,,Educación secundaria,Gestión,Cubierta para cámara de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.394,0.00,0,3.9900,0.0998,3.9900,,0,4,5,1,1,1.4923,375,500,3.99,1,1.4923,0.3192,4,1.4923,3.99,0,,130000
9700 Terra Grand,15/04/1972,Yellow,0-1 Miles,2/02/2013,Same technology as all of our Road series bikes  but the frame is sized for a woman.  Perfect all-around bike for road or racing.,Graduate Degree,Skilled Manual,Road-550-W Yellow  44,No Discount,No Discount,No Discount,S,Road-550-W,2/02/2013 12:00:00 a.m.,BK-R64Y-44,R,2,388,9/02/2013 12:00:00 a.m.,44,42-46 CM,CM,Estudios de postgrado,Obrero especializado,Carretera: 550 para mujer  amarilla  44,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,672.294,0.00,0,1120.4900,28.0123,1120.4900,,0,0,0,1,1,713.0798,75,100,1120.49,1,713.0798,89.6392,0,713.0798,1120.49,0,18.42,80000
8307 Medina Dr.,11/10/1976,NA,0-1 Miles,2/02/2013,Same great treads as more expensive tire with a less expensive wire bead casing.,Bachelors,Skilled Manual,LL Road Tire,No Discount,No Discount,No Discount,M,LL Road Tire,2/02/2013 12:00:00 a.m.,TI-R092,R,37,538,9/02/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero especializado,Cubierta de carretera GB,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,12.894,0.00,0,21.4900,0.5373,21.4900,,0,0,0,1,1,8.0373,375,500,21.49,1,8.0373,1.7192,1,8.0373,21.49,0,,40000
867 La Orinda Place,11/03/1977,NA,0-1 Miles,2/02/2013,"Aluminum cage is lighter than our mountain version, perfect for long distance trips.",Graduate Degree,Skilled Manual,Road Bottle Cage,No Discount,No Discount,No Discount,S,Road Bottle Cage,2/02/2013 12:00:00 a.m.,BC-R205,R,28,479,9/02/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Obrero especializado,Portabotellas de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.394,0.00,0,8.9900,0.2248,8.9900,,0,0,0,1,1,3.3623,3,4,8.99,3,3.3623,0.7192,0,3.3623,8.99,0,,80000
867 La Orinda Place,11/03/1977,NA,0-1 Miles,2/02/2013,"AWC logo water bottle - holds 30 oz, leak-proof.",Graduate Degree,Skilled Manual,Water Bottle - 30 oz.,No Discount,No Discount,No Discount,S,Water Bottle,2/02/2013 12:00:00 a.m.,WB-H098,S,28,477,9/02/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Obrero especializado,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,0,0,1,1,1.8663,3,4,4.99,2,1.8663,0.3992,0,1.8663,4.99,0,,80000
867 La Orinda Place,11/03/1977,Multi,0-1 Miles,2/02/2013,"Traditional style with a flip-up brim, one-size fits all.",Graduate Degree,Skilled Manual,AWC Logo Cap,No Discount,No Discount,No Discount,S,Cycling Cap,2/02/2013 12:00:00 a.m.,CA-1098,S,19,225,9/02/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Obrero especializado,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.394,0.00,0,8.9900,0.2248,8.9900,,0,0,0,1,1,6.9223,3,4,8.99,4,6.9223,0.7192,0,6.9223,8.99,0,,80000
867 La Orinda Place,11/03/1977,Black,0-1 Miles,2/02/2013,Alluminum-alloy frame provides a light  stiff ride  whether you are racing in the velodrome or on a demanding club ride on country roads.,Graduate Degree,Skilled Manual,Road-250 Black  58,No Discount,No Discount,No Discount,S,Road-250,2/02/2013 12:00:00 a.m.,BK-R89B-58,R,2,380,9/02/2013 12:00:00 a.m.,58,54-58 CM,CM,Estudios de postgrado,Obrero especializado,Carretera: 250  negra  58,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1466.010,0.00,0,2443.3500,61.0838,2443.3500,,0,0,0,1,1,1554.9479,75,100,2443.35,1,1554.9479,195.4680,0,1554.9479,2443.35,0,15.68,80000
584 Shenandoah Dr.,22/07/1978,Multi,1-2 Miles,2/02/2013,"Traditional style with a flip-up brim, one-size fits all.",Bachelors,Skilled Manual,AWC Logo Cap,No Discount,No Discount,No Discount,M,Cycling Cap,2/02/2013 12:00:00 a.m.,CA-1098,S,19,225,9/02/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero especializado,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.394,0.00,0,8.9900,0.2248,8.9900,,0,1,1,1,1,6.9223,3,4,8.99,3,6.9223,0.7192,1,6.9223,8.99,0,,40000
584 Shenandoah Dr.,22/07/1978,Yellow,1-2 Miles,2/02/2013,Short sleeve classic breathable jersey with superior moisture control  front zipper  and 3 back pockets.,Bachelors,Skilled Manual,Short-Sleeve Classic Jersey  L,No Discount,No Discount,No Discount,M,Short-Sleeve Classic Jersey,2/02/2013 12:00:00 a.m.,SJ-0194-L,S,21,490,9/02/2013 12:00:00 a.m.,L,L,,Licenciatura,Obrero especializado,Jersey clásico de manga corta  G,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,32.394,0.00,0,53.9900,1.3498,53.9900,,0,1,1,1,1,41.5723,3,4,53.99,2,41.5723,4.3192,1,41.5723,53.99,0,,40000
3870 Gonzalez Court,18/12/1947,NA,0-1 Miles,2/02/2013,General purpose tube.,Bachelors,Clerical,Touring Tire Tube,No Discount,No Discount,No Discount,M,Touring Tire Tube,15/07/2013 12:00:00 a.m.,TT-T092,T,37,530,22/07/2013 12:00:00 a.m.,,NA,,Licenciatura,Administrativo,Cubierta para cámara de paseo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,0,0,1,1,1.8663,375,500,4.99,1,1.8663,0.3992,1,1.8663,4.99,0,,30000
9430 Thornhill Place,18/04/1985,NA,2-5 Miles,3/02/2013,Includes 8 different size patches  glue and sandpaper.,Partial College,Clerical,Patch Kit/8 Patches,No Discount,No Discount,No Discount,S,Patch kit,3/02/2013 12:00:00 a.m.,PK-7098,S,37,480,10/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,1.374,0.00,0,2.2900,0.0573,2.2900,,0,1,0,1,1,0.8565,3,4,2.29,2,0.8565,0.1832,0,0.8565,2.29,0,,30000
9430 Thornhill Place,18/04/1985,NA,2-5 Miles,3/02/2013,Same great treads as more expensive tire with a less expensive wire bead casing.,Partial College,Clerical,LL Road Tire,No Discount,No Discount,No Discount,S,LL Road Tire,3/02/2013 12:00:00 a.m.,TI-R092,R,37,538,10/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Cubierta de carretera GB,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,12.894,0.00,0,21.4900,0.5373,21.4900,,0,1,0,1,1,8.0373,375,500,21.49,1,8.0373,1.7192,0,8.0373,21.49,0,,30000
7444 Margo Drive,17/05/1985,NA,0-1 Miles,3/02/2013,Conventional all-purpose tube.,Partial College,Clerical,Road Tire Tube,No Discount,No Discount,No Discount,S,Road Tire Tube,3/02/2013 12:00:00 a.m.,TT-R982,R,37,529,10/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Cubierta para cámara de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.394,0.00,0,3.9900,0.0998,3.9900,,0,2,3,1,1,1.4923,375,500,3.99,2,1.4923,0.3192,3,1.4923,3.99,0,,30000
7444 Margo Drive,17/05/1985,Red,0-1 Miles,3/02/2013,Universal fit  well-vented  lightweight   snap-on visor.,Partial College,Clerical,Sport-100 Helmet  Red,No Discount,No Discount,No Discount,S,Sport-100,3/02/2013 12:00:00 a.m.,HL-U509-R,S,31,214,10/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Casco deportivo: 100  rojo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,20.994,0.00,0,34.9900,0.8748,34.9900,,0,2,3,1,1,13.0863,3,4,34.99,3,13.0863,2.7992,3,13.0863,34.99,0,,30000
7444 Margo Drive,17/05/1985,NA,0-1 Miles,3/02/2013,Same great treads as more expensive tire with a less expensive wire bead casing.,Partial College,Clerical,LL Road Tire,No Discount,No Discount,No Discount,S,LL Road Tire,3/02/2013 12:00:00 a.m.,TI-R092,R,37,538,10/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Cubierta de carretera GB,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,12.894,0.00,0,21.4900,0.5373,21.4900,,0,2,3,1,1,8.0373,375,500,21.49,1,8.0373,1.7192,3,8.0373,21.49,0,,30000
7444 Margo Drive,17/05/1985,Multi,0-1 Miles,3/02/2013,Unisex long-sleeve AWC logo microfiber cycling jersey,Partial College,Clerical,Long-Sleeve Logo Jersey  M,No Discount,No Discount,No Discount,S,Long-Sleeve Logo Jersey,7/09/2013 12:00:00 a.m.,LJ-0192-M,S,21,231,14/09/2013 12:00:00 a.m.,M,M,,Estudios universitarios (en curso),Administrativo,Jersey con logotipo de manga larga  M,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,29.994,0.00,0,49.9900,1.2498,49.9900,,0,2,3,1,1,38.4923,3,4,49.99,1,38.4923,3.9992,3,38.4923,49.99,0,,30000
9302 Steven Circle,18/12/1938,NA,2-5 Miles,4/02/2013,Includes 8 different size patches  glue and sandpaper.,Bachelors,Skilled Manual,Patch Kit/8 Patches,No Discount,No Discount,No Discount,M,Patch kit,4/02/2013 12:00:00 a.m.,PK-7098,S,37,480,11/02/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero especializado,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,1.374,0.00,0,2.2900,0.0573,2.2900,,0,1,0,1,1,0.8565,3,4,2.29,2,0.8565,0.1832,1,0.8565,2.29,0,,30000
9302 Steven Circle,18/12/1938,NA,2-5 Miles,4/02/2013,Same great treads as more expensive tire with a less expensive wire bead casing.,Bachelors,Skilled Manual,LL Road Tire,No Discount,No Discount,No Discount,M,LL Road Tire,4/02/2013 12:00:00 a.m.,TI-R092,R,37,538,11/02/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero especializado,Cubierta de carretera GB,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,12.894,0.00,0,21.4900,0.5373,21.4900,,0,1,0,1,1,8.0373,375,500,21.49,1,8.0373,1.7192,1,8.0373,21.49,0,,30000
2526 N Willow Glen Court,21/04/1950,NA,5-10 Miles,4/02/2013,Self-sealing tube.,Bachelors,Management,Mountain Tire Tube,No Discount,No Discount,No Discount,M,Mountain Tire Tube,4/02/2013 12:00:00 a.m.,TT-M928,M,37,528,11/02/2013 12:00:00 a.m.,,NA,,Licenciatura,Gestión,Cubierta para cámara de montaña,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,4,4,1,1,1.8663,375,500,4.99,2,1.8663,0.3992,3,1.8663,4.99,0,,130000
2526 N Willow Glen Court,21/04/1950,NA,5-10 Miles,4/02/2013,Includes 8 different size patches  glue and sandpaper.,Bachelors,Management,Patch Kit/8 Patches,No Discount,No Discount,No Discount,M,Patch kit,4/02/2013 12:00:00 a.m.,PK-7098,S,37,480,11/02/2013 12:00:00 a.m.,,NA,,Licenciatura,Gestión,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,1.374,0.00,0,2.2900,0.0573,2.2900,,0,4,4,1,1,0.8565,3,4,2.29,3,0.8565,0.1832,3,0.8565,2.29,0,,130000
2526 N Willow Glen Court,21/04/1950,NA,5-10 Miles,4/02/2013,Great traction  high-density rubber.,Bachelors,Management,ML Mountain Tire,No Discount,No Discount,No Discount,M,ML Mountain Tire,4/02/2013 12:00:00 a.m.,TI-M602,M,37,536,11/02/2013 12:00:00 a.m.,,NA,,Licenciatura,Gestión,Cubierta de montaña GM,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,17.994,0.00,0,29.9900,0.7498,29.9900,,0,4,4,1,1,11.2163,375,500,29.99,1,11.2163,2.3992,3,11.2163,29.99,0,,130000
2860 Mt. Tank Circle,24/09/1954,NA,0-1 Miles,4/02/2013,"Aluminum cage is lighter than our mountain version, perfect for long distance trips.",High School,Management,Road Bottle Cage,No Discount,No Discount,No Discount,M,Road Bottle Cage,4/02/2013 12:00:00 a.m.,BC-R205,R,28,479,11/02/2013 12:00:00 a.m.,,NA,,Educación secundaria,Gestión,Portabotellas de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.394,0.00,0,8.9900,0.2248,8.9900,,0,4,5,1,1,3.3623,3,4,8.99,2,3.3623,0.7192,4,3.3623,8.99,0,,160000
2860 Mt. Tank Circle,24/09/1954,Black,0-1 Miles,4/02/2013,Alluminum-alloy frame provides a light  stiff ride  whether you are racing in the velodrome or on a demanding club ride on country roads.,High School,Management,Road-250 Black  48,No Discount,No Discount,No Discount,M,Road-250,4/02/2013 12:00:00 a.m.,BK-R89B-48,R,2,376,11/02/2013 12:00:00 a.m.,48,48-52 CM,CM,Educación secundaria,Gestión,Carretera: 250  negra  48,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1466.010,0.00,0,2443.3500,61.0838,2443.3500,,0,4,5,1,1,1554.9479,75,100,2443.35,1,1554.9479,195.4680,4,1554.9479,2443.35,0,15.13,160000
3586 Orchid Ct.,15/07/1962,NA,5-10 Miles,4/02/2013,Comparible traction  less expensive wire bead casing.,Partial College,Professional,LL Mountain Tire,No Discount,No Discount,No Discount,M,LL Mountain Tire,4/02/2013 12:00:00 a.m.,TI-M267,M,37,535,11/02/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,Cubierta de montaña GB,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,14.994,0.00,0,24.9900,0.6248,24.9900,,0,3,3,1,1,9.3463,375,500,24.99,1,9.3463,1.9992,1,9.3463,24.99,0,,150000
8584 Clay Rd,17/05/1975,NA,0-1 Miles,4/02/2013,General purpose tube.,Graduate Degree,Manual,Touring Tire Tube,No Discount,No Discount,No Discount,M,Touring Tire Tube,4/02/2013 12:00:00 a.m.,TT-T092,T,37,530,11/02/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Obrero,Cubierta para cámara de paseo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,0,0,1,1,1.8663,375,500,4.99,2,1.8663,0.3992,1,1.8663,4.99,0,,10000
